year,condition,cylinders,fuel,miles,status,transmission,drive,type,color,manufacturer,price_cad
2016.0,unknown,4 ,gas,75890.0,clean,automatic,fwd,sedan,unknown,mazda,25837.280000000002
2019.0,unknown,4 ,other,14976.0,clean,automatic,fwd,SUV,other,chevrolet,344.08000000000004
2014.0,excellent,4 ,gas,80000.0,clean,automatic,fwd,hatchback,silver,chevrolet,5712.0
2012.0,good,8 ,gas,70703.0,clean,other,rwd,convertible,silver,bmw,39426.4
2020.0,unknown,4 ,gas,10692.0,clean,automatic,fwd,sedan,silver,chevrolet,21732.800000000003
2012.0,unknown,6 ,gas,128145.0,clean,automatic,fwd,sedan,black,chevrolet,10873.2
1998.0,good,8 ,gas,354000.0,clean,automatic,4wd,SUV,white,toyota,11560.0
2014.0,unknown,4 ,gas,132952.0,clean,automatic,fwd,van,white,ford,16315.920000000002
2008.0,excellent,4 ,gas,129000.0,clean,automatic,4wd,hatchback,other,nissan,13464.000000000002
2015.0,unknown,8 ,diesel,153524.0,clean,automatic,4wd,truck,white,ford,45759.920000000006
2010.0,excellent,4 ,gas,126801.0,clean,automatic,fwd,sedan,other,toyota,10601.2
1988.0,excellent,8 ,gas,112103.0,clean,manual,4wd,pickup,other,chevrolet,9792.0
2017.0,good,4 ,hybrid,17833.0,clean,other,fwd,hatchback,other,toyota,31266.4
2014.0,unknown,4 ,hybrid,151791.0,clean,automatic,fwd,sedan,other,ford,11924.480000000001
2016.0,unknown,4 ,gas,13131.0,clean,manual,rwd,convertible,unknown,chevrolet,112424.40000000001
2018.0,good,6 ,other,27214.0,clean,other,4wd,pickup,other,chevrolet,54386.4
2003.0,good,4 ,gas,173000.0,clean,automatic,4wd,SUV,other,honda,6800.000000000001
2004.0,excellent,4 ,gas,149000.0,clean,automatic,fwd,sedan,unknown,2004,4624.0
2014.0,excellent,4 ,hybrid,95258.0,clean,automatic,fwd,sedan,other,ford,16313.2
2010.0,unknown,4 ,gas,126466.0,clean,automatic,fwd,sedan,unknown,honda,122.4
2007.0,unknown,6 ,gas,182597.0,clean,automatic,fwd,sedan,black,toyota,6793.200000000001
2019.0,excellent,4 ,diesel,26000.0,clean,automatic,4wd,pickup,other,chevrolet,92475.92000000001
2014.0,good,4 ,gas,165481.0,clean,automatic,4wd,sedan,white,bmw,14824.000000000002
2012.0,excellent,4 ,gas,162000.0,clean,automatic,fwd,sedan,black,dodge,4760.0
2009.0,unknown,8 ,diesel,195011.0,clean,automatic,4wd,truck,black,chevrolet,27193.2
2018.0,good,4 ,other,31142.0,clean,automatic,fwd,hatchback,other,nissan,21760.0
2009.0,excellent,6 ,gas,140000.0,clean,automatic,4wd,SUV,other,gmc,6657.200000000001
2003.0,good,6 ,gas,295446.0,clean,automatic,rwd,pickup,white,ford,6800.000000000001
2018.0,like new,8 ,gas,5010.0,clean,automatic,4wd,pickup,other,ford,65280.00000000001
2017.0,unknown,6 ,gas,13835.0,clean,automatic,rwd,sedan,white,Maserati,779.2800000000001
2017.0,excellent,4 ,gas,70445.0,clean,automatic,fwd,mini-van,white,ford,23103.68
2016.0,unknown,4 ,gas,56145.0,clean,automatic,fwd,sedan,white,honda,25222.56
2010.0,excellent,4 ,gas,113886.0,clean,automatic,fwd,sedan,black,chevrolet,12033.28
2016.0,good,8 ,gas,75734.0,clean,automatic,rwd,truck,white,chevrolet,36706.4
2008.0,excellent,6 ,gas,193867.0,clean,automatic,fwd,mini-van,other,toyota,9506.400000000001
2017.0,good,4 ,hybrid,29254.0,clean,manual,fwd,sedan,white,hyundai,27186.4
2007.0,unknown,4 ,gas,108250.0,clean,automatic,4wd,SUV,unknown,honda,11220.0
1952.0,good,8 ,gas,100.0,clean,automatic,rwd,truck,other,ford,17680.0
2015.0,excellent,4 ,gas,47914.0,clean,automatic,4wd,sedan,other,bmw,24480.0
2014.0,excellent,6 ,gas,120920.0,clean,automatic,fwd,sedan,white,dodge,9518.640000000001
2015.0,unknown,6 ,gas,90442.0,clean,automatic,4wd,pickup,other,toyota,39017.04
2010.0,excellent,6 ,gas,114296.0,clean,automatic,4wd,SUV,unknown,nissan,4078.6400000000003
2017.0,good,4 ,other,27662.0,clean,automatic,rwd,sedan,white,jaguar,34802.4
2008.0,excellent,8 ,diesel,180000.0,clean,automatic,4wd,pickup,white,chevrolet,38760.0
2015.0,good,6 ,gas,169985.0,rebuilt,automatic,fwd,sedan,black,chevrolet,5440.0
2015.0,good,4 ,gas,94104.0,clean,manual,rwd,sedan,unknown,bmw,19720.0
2004.0,unknown,6 ,gas,126061.0,clean,automatic,4wd,SUV,unknown,toyota,14273.2
2005.0,salvage,8 ,gas,230000.0,clean,automatic,rwd,van,white,ford,2040.0000000000002
2018.0,good,4 ,other,19458.0,clean,other,4wd,pickup,black,gmc,48402.4
2011.0,unknown,8 ,gas,176109.0,clean,automatic,rwd,sedan,unknown,jaguar,11558.640000000001
1969.0,excellent,8 ,gas,9554.0,clean,automatic,rwd,pickup,other,chevrolet,74800.0
2016.0,good,4 ,gas,46057.0,clean,other,rwd,sedan,other,bmw,38066.4
2007.0,excellent,8 ,gas,52000.0,clean,automatic,4wd,truck,other,ford,13600.000000000002
2015.0,unknown,4 ,diesel,59233.0,clean,automatic,4wd,truck,silver,chevrolet,74798.64
2010.0,excellent,4 ,gas,209630.0,clean,automatic,fwd,SUV,unknown,toyota,8153.200000000001
2019.0,unknown,4 ,gas,22086.0,clean,automatic,fwd,sedan,other,chevrolet,29843.840000000004
2006.0,good,5 ,gas,223000.0,clean,automatic,4wd,SUV,other,volvo,2713.2000000000003
2013.0,good,8 ,other,118198.0,clean,automatic,rwd,van,silver,ford,20393.2
2013.0,good,4 ,gas,81557.0,clean,other,fwd,sedan,other,nissan,14946.400000000001
2007.0,excellent,8 ,gas,143098.0,clean,automatic,4wd,SUV,black,gmc,13566.000000000002
2019.0,unknown,4 ,gas,34458.0,clean,automatic,4wd,truck,white,ford,54398.64000000001
2009.0,unknown,4 ,other,137064.0,clean,automatic,fwd,SUV,black,chevrolet,14824.000000000002
2017.0,excellent,6 ,gas,101336.0,clean,automatic,4wd,SUV,other,honda,31273.2
2008.0,good,6 ,gas,119533.0,rebuilt,automatic,4wd,SUV,white,mazda,12087.68
2016.0,excellent,6 ,other,68270.0,clean,automatic,fwd,sedan,white,chevrolet,19567.68
2004.0,good,8 ,diesel,246000.0,clean,automatic,4wd,truck,white,gmc,13593.2
2005.0,excellent,8 ,diesel,123443.0,clean,automatic,4wd,pickup,black,gmc,37944.0
2017.0,unknown,4 ,gas,44469.0,clean,automatic,fwd,sedan,silver,toyota,24467.760000000002
1998.0,good,8 ,gas,210508.0,clean,automatic,4wd,SUV,other,ford,5433.200000000001
2004.0,excellent,8 ,gas,126000.0,clean,automatic,rwd,pickup,other,chevrolet,11356.0
2009.0,excellent,4 ,gas,105000.0,clean,automatic,fwd,sedan,other,chevrooet,7820.000000000001
2007.0,good,4 ,gas,170396.0,clean,automatic,fwd,sedan,other,honda,8143.68
2017.0,unknown,8 ,diesel,105139.0,clean,automatic,4wd,truck,white,ford,61055.840000000004
2018.0,good,8 ,gas,28453.0,clean,other,4wd,SUV,unknown,cadillac,78322.40000000001
2008.0,good,4 ,gas,187000.0,clean,automatic,rwd,sedan,other,toyota,7072.000000000001
2011.0,excellent,4 ,gas,142859.0,clean,automatic,4wd,SUV,other,honda,13226.000000000002
2008.0,good,6 ,gas,43975.0,clean,automatic,fwd,SUV,other,chevrolet,10200.0
2017.0,excellent,8 ,gas,60453.0,clean,automatic,4wd,truck,white,toyota,1.36
2018.0,unknown,8 ,gas,30794.0,clean,automatic,rwd,sedan,other,dodge,50318.64000000001
2008.0,good,4 ,gas,144747.0,clean,manual,fwd,sedan,black,ford,5433.200000000001
2000.0,unknown,8 ,diesel,166966.0,clean,automatic,4wd,truck,other,ford,27744.000000000004
2018.0,like new,6 ,gas,25857.0,clean,automatic,fwd,sedan,other,toyota,1360.0
2017.0,unknown,8 ,other,57920.0,clean,automatic,4wd,pickup,other,chevrolet,88393.20000000001
2020.0,good,6 ,gas,3533.0,clean,other,fwd,SUV,white,kia,35346.4
2009.0,excellent,10 ,gas,125065.0,clean,automatic,rwd,pickup,white,ford,18972.0
2019.0,good,4 ,gas,26351.0,clean,other,fwd,pickup,white,nissan,33442.4
2017.0,excellent,6 ,gas,153963.0,clean,automatic,rwd,truck,white,ford,27186.4
2017.0,unknown,4 ,gas,1.0,clean,automatic,fwd,SUV,unknown,ford,9112.0
2013.0,like new,6 ,gas,154019.0,clean,automatic,4wd,truck,black,ford,29913.2
2013.0,unknown,6 ,gas,98486.0,clean,automatic,fwd,SUV,other,cadillac,17542.640000000003
2014.0,like new,6 ,gas,99864.0,clean,automatic,fwd,sedan,white,chevrolet,10873.2
2016.0,good,4 ,gas,65203.0,clean,other,fwd,hatchback,other,Scion,20386.4
2002.0,like new,6 ,gas,95000.0,clean,automatic,fwd,sedan,silver,volvo,5433.200000000001
2013.0,unknown,4 ,gas,62066.0,clean,automatic,fwd,sedan,unknown,kia,14953.2
2015.0,unknown,4 ,gas,91688.0,clean,automatic,fwd,sedan,silver,ford,17678.640000000003
2011.0,excellent,4 ,gas,130000.0,clean,automatic,fwd,sedan,white,chevrolet,6392.000000000001
2008.0,good,4 ,gas,159.0,clean,manual,fwd,hatchback,black,nissan,5372.0
2015.0,excellent,8 ,gas,113000.0,clean,automatic,4wd,truck,other,chevrolet,42024.0
2019.0,unknown,6 ,gas,20862.0,clean,automatic,4wd,pickup,other,ford,67993.20000000001
2016.0,unknown,8 ,diesel,113388.0,clean,automatic,4wd,truck,silver,ford,65273.200000000004
2016.0,excellent,4 ,gas,54082.0,clean,automatic,fwd,sedan,unknown,toyota,19033.2
2010.0,good,4 ,gas,55986.0,clean,automatic,fwd,sedan,silver,kia,8833.2
2010.0,excellent,4 ,gas,150000.0,clean,automatic,fwd,SUV,unknown,toyota,9248.0
2014.0,excellent,4 ,gas,190000.0,clean,automatic,fwd,SUV,other,chevrolet,7480.000000000001
2019.0,good,8 ,gas,14508.0,clean,other,4wd,pickup,other,chevrolet,50306.4
2012.0,excellent,8 ,gas,86700.0,clean,automatic,4wd,sedan,silver,bmw,25704.000000000004
2017.0,good,8 ,gas,66135.0,clean,automatic,4wd,SUV,white,ford,48411.920000000006
2015.0,unknown,4 ,gas,133276.0,clean,automatic,4wd,sedan,black,audi,16524.0
2002.0,fair,4 ,gas,195000.0,clean,automatic,fwd,sedan,unknown,honda,3400.0000000000005
2002.0,good,6 ,gas,130000.0,clean,automatic,4wd,pickup,other,chevrolet,5984.0
2011.0,excellent,8 ,gas,136000.0,clean,automatic,rwd,truck,white,ford,25823.68
2017.0,unknown,4 ,gas,18469.0,clean,automatic,fwd,SUV,other,ford,37946.72
2004.0,good,8 ,diesel,400000.0,clean,automatic,4wd,truck,white,chevrolet,13583.68
2017.0,like new,6 ,gas,48218.0,clean,automatic,rwd,SUV,white,dodge,542.64
2016.0,excellent,4 ,gas,69931.0,clean,automatic,fwd,sedan,white,dodge,9513.2
2013.0,excellent,6 ,gas,131000.0,clean,automatic,rwd,sedan,black,chevrolet,9513.2
2009.0,good,4 ,gas,71500.0,clean,automatic,fwd,sedan,other,ford,7480.000000000001
2018.0,unknown,4 ,diesel,45387.0,clean,automatic,4wd,pickup,white,chevrolet,67993.20000000001
2015.0,unknown,8 ,diesel,110895.0,clean,automatic,4wd,truck,white,chevrolet,60513.200000000004
2018.0,unknown,4 ,gas,31848.0,clean,automatic,fwd,sedan,white,toyota,27187.760000000002
2017.0,unknown,4 ,gas,40103.0,clean,automatic,fwd,hatchback,unknown,toyota,29917.280000000002
2016.0,good,6 ,gas,34425.0,clean,other,4wd,pickup,other,gmc,47586.4
2015.0,unknown,4 ,gas,92611.0,clean,automatic,fwd,sedan,black,honda,18974.72
2013.0,good,8 ,gas,97697.0,clean,automatic,4wd,truck,other,chevrolet,29852.000000000004
2017.0,like new,8 ,gas,86300.0,clean,automatic,4wd,pickup,black,nissan,40793.200000000004
2018.0,like new,8 ,diesel,43034.0,rebuilt,automatic,4wd,truck,black,chevrolet,66504.0
2018.0,unknown,4 ,electric,16064.0,clean,automatic,fwd,hatchback,silver,nissan,24473.2
2013.0,excellent,4 ,gas,104000.0,clean,automatic,fwd,sedan,other,toyota,10198.640000000001
2015.0,excellent,4 ,gas,54250.0,rebuilt,automatic,4wd,SUV,white,audi,21080.0
2013.0,excellent,6 ,gas,92828.0,clean,automatic,4wd,truck,unknown,ford,35224.0
2013.0,excellent,4 ,diesel,145000.0,clean,automatic,4wd,truck,white,chevrolet,50320.0
2008.0,good,4 ,gas,76000.0,clean,automatic,rwd,pickup,other,ford,9792.0
2007.0,excellent,4 ,diesel,122000.0,clean,automatic,fwd,truck,white,ford,21080.0
2013.0,excellent,4 ,gas,92000.0,rebuilt,automatic,fwd,sedan,silver,hyundai,10866.400000000001
2006.0,unknown,4 ,gas,144567.0,clean,automatic,fwd,sedan,silver,toyota,5848.0
2016.0,excellent,6 ,gas,103345.0,clean,automatic,4wd,SUV,black,toyota,43518.64000000001
2000.0,excellent,10 ,gas,199000.0,clean,automatic,4wd,SUV,unknown,ford,12920.000000000002
2011.0,like new,4 ,diesel,102000.0,clean,automatic,fwd,hatchback,other,audi,12646.640000000001
2015.0,excellent,8 ,gas,169995.0,clean,automatic,rwd,pickup,black,gmc,27064.000000000004
2018.0,good,6 ,gas,11401.0,clean,other,4wd,pickup,other,chevrolet,40786.4
2007.0,good,4 ,gas,211000.0,clean,automatic,fwd,hatchback,black,dodge,3393.2000000000003
2016.0,unknown,6 ,gas,109299.0,clean,automatic,rwd,van,white,ford,28560.000000000004
2008.0,salvage,4 ,gas,102000.0,salvage,automatic,rwd,hatchback,other,toyota,6120.0
2018.0,good,4 ,gas,31871.0,clean,other,fwd,sedan,other,hyundai,23106.4
2013.0,excellent,6 ,gas,128000.0,clean,automatic,rwd,truck,black,ford,20400.0
2019.0,good,4 ,gas,10970.0,clean,other,rwd,sedan,unknown,Genesis,43506.4
2003.0,excellent,4 ,gas,150000.0,clean,automatic,rwd,SUV,silver,toyota,8158.64
2013.0,excellent,6 ,gas,114000.0,clean,automatic,fwd,SUV,black,ford,12852.000000000002
2015.0,unknown,4 ,gas,77199.0,clean,automatic,4wd,SUV,black,audi,36718.64
2017.0,unknown,8 ,other,56461.0,clean,automatic,4wd,pickup,white,ford,89624.0
2008.0,good,6 ,gas,163696.0,clean,automatic,4wd,SUV,black,toyota,15776.000000000002
2007.0,unknown,8 ,gas,55763.0,clean,automatic,rwd,sedan,black,Maserati,25697.2
2020.0,unknown,4 ,gas,34552.0,clean,automatic,4wd,SUV,white,dodge,48958.64000000001
2007.0,unknown,8 ,gas,15580.0,clean,automatic,fwd,sedan,silver,cadillac,20393.2
2021.0,unknown,4 ,gas,626.0,clean,automatic,4wd,pickup,other,toyota,54400.00000000001
2017.0,unknown,6 ,gas,72967.0,clean,automatic,4wd,SUV,black,honda,29913.2
2006.0,fair,4 ,gas,170000.0,clean,automatic,fwd,sedan,other,chevrolet,1496.0
2017.0,like new,6 ,gas,72000.0,clean,automatic,4wd,truck,black,ford,48280.0
2005.0,like new,6 ,gas,102271.0,clean,automatic,fwd,mini-van,unknown,honda,6798.64
2015.0,excellent,8 ,gas,94291.0,clean,automatic,4wd,truck,unknown,toyota,55624.00000000001
2015.0,unknown,4 ,gas,120919.0,clean,automatic,4wd,truck,other,gmc,47598.64000000001
2020.0,unknown,4 ,gas,7151.0,clean,automatic,fwd,sedan,black,toyota,32614.160000000003
2018.0,unknown,6 ,gas,38024.0,clean,other,4wd,SUV,silver,audi,56984.00000000001
2018.0,excellent,8 ,diesel,175470.0,clean,automatic,4wd,truck,white,ford,59704.00000000001
2015.0,unknown,8 ,gas,129482.0,clean,automatic,4wd,truck,other,ford,40786.4
2006.0,fair,4 ,gas,81900.0,clean,manual,fwd,hatchback,other,toyota,3400.0000000000005
2008.0,good,8 ,gas,231575.0,clean,automatic,4wd,truck,white,ford,12104.0
2008.0,like new,6 ,gas,54033.0,clean,automatic,rwd,truck,other,ford,17673.2
2007.0,excellent,6 ,gas,143580.0,clean,automatic,fwd,van,other,honda,12240.0
2018.0,unknown,4 ,gas,45468.0,clean,automatic,fwd,sedan,silver,kia,134.64000000000001
2010.0,good,4 ,gas,162.0,clean,automatic,4wd,SUV,white,honda,11424.0
2015.0,like new,4 ,gas,73698.0,clean,automatic,4wd,SUV,unknown,chevrolet,18489.2
2019.0,good,4 ,gas,20974.0,clean,other,fwd,sedan,other,toyota,29362.4
2006.0,fair,5 ,gas,222600.0,clean,automatic,4wd,SUV,black,volvo,2040.0000000000002
2010.0,unknown,4 ,gas,118167.0,clean,automatic,fwd,sedan,other,ford,10773.92
2019.0,unknown,4 ,gas,16935.0,clean,automatic,4wd,SUV,other,ford,43405.76
2005.0,good,4 ,gas,221000.0,clean,automatic,4wd,SUV,silver,toyota,5440.0
2007.0,excellent,8 ,gas,104500.0,clean,automatic,rwd,truck,black,toyota,18768.0
2015.0,excellent,4 ,gas,120727.0,clean,automatic,4wd,SUV,unknown,ford,16313.2
2016.0,unknown,4 ,gas,18471.0,clean,automatic,fwd,pickup,unknown,ford,44852.8
2010.0,unknown,4 ,gas,166785.0,clean,automatic,fwd,van,black,nissan,6657.200000000001
2017.0,excellent,4 ,gas,55000.0,clean,automatic,rwd,convertible,black,ford,28553.2
2014.0,good,8 ,gas,102351.0,clean,automatic,4wd,truck,other,toyota,41990.0
2012.0,unknown,8 ,diesel,195108.0,clean,automatic,4wd,truck,white,chevrolet,33998.64
2007.0,excellent,8 ,gas,160900.0,clean,automatic,4wd,SUV,white,cadillac,19038.640000000003
2017.0,good,8 ,gas,111142.0,clean,automatic,4wd,truck,white,ford,39372.0
2017.0,excellent,8 ,gas,74000.0,clean,automatic,4wd,truck,white,gmc,47593.200000000004
2015.0,like new,4 ,gas,51100.0,clean,automatic,fwd,hatchback,white,kia,20400.0
2001.0,excellent,8 ,gas,165417.0,clean,automatic,rwd,pickup,other,ford,8024.000000000001
2013.0,unknown,4 ,gas,57337.0,clean,automatic,rwd,truck,other,toyota,39357.04
1997.0,unknown,6 ,gas,249000.0,clean,automatic,4wd,SUV,silver,toyota,14824.000000000002
2016.0,good,4 ,other,19792.0,clean,other,fwd,sedan,silver,toyota,27186.4
2012.0,excellent,4 ,gas,115000.0,clean,automatic,fwd,hatchback,black,nissan,9792.0
2019.0,unknown,4 ,diesel,93933.0,clean,automatic,4wd,pickup,black,gmc,92466.40000000001
2016.0,unknown,8 ,gas,100899.0,clean,automatic,4wd,truck,other,chevrolet,41473.200000000004
2009.0,excellent,4 ,gas,117400.0,clean,automatic,fwd,sedan,silver,kia,6113.200000000001
2018.0,like new,4 ,gas,28600.0,clean,automatic,fwd,sedan,silver,nissan,19.040000000000003
2007.0,excellent,8 ,gas,148700.0,clean,automatic,4wd,truck,other,chevrolet,19720.0
2004.0,like new,6 ,gas,43626.0,clean,automatic,fwd,sedan,other,ford,6732.000000000001
2010.0,unknown,4 ,gas,100740.0,clean,automatic,fwd,sedan,black,kia,7473.200000000001
2015.0,like new,4 ,gas,20612.0,clean,automatic,fwd,sedan,other,chevrolet,20393.2
2016.0,good,4 ,gas,7076.0,clean,automatic,fwd,sedan,other,chevrolet,21202.4
2007.0,unknown,4 ,gas,171892.0,clean,automatic,4wd,pickup,black,chevrolet,27193.2
2014.0,excellent,4 ,gas,74700.0,clean,automatic,fwd,SUV,other,honda,25833.2
2007.0,good,10 ,gas,66838.0,clean,automatic,rwd,sedan,unknown,bmw,31273.2
2005.0,unknown,4 ,gas,150296.0,clean,automatic,fwd,sedan,silver,toyota,9503.68
2007.0,good,4 ,gas,78000.0,clean,automatic,fwd,SUV,other,dodge,9452.0
2020.0,unknown,4 ,gas,3496.0,clean,automatic,fwd,SUV,other,chevrolet,24478.640000000003
2015.0,unknown,6 ,gas,73000.0,clean,automatic,fwd,SUV,unknown,toyota,36012.8
2013.0,like new,4 ,gas,122803.0,clean,automatic,4wd,SUV,black,honda,17204.0
2018.0,good,4 ,gas,20890.0,clean,other,fwd,sedan,white,hyundai,25282.4
2018.0,good,4 ,other,20531.0,clean,other,fwd,hatchback,unknown,chevrolet,23922.4
2019.0,unknown,4 ,other,15824.0,clean,automatic,4wd,pickup,white,gmc,82994.0
2014.0,excellent,4 ,diesel,140505.0,clean,automatic,rwd,truck,white,Isuzu,36040.0
2012.0,excellent,8 ,diesel,200000.0,clean,automatic,4wd,truck,other,internacional,59840.00000000001
2000.0,excellent,4 ,gas,193689.0,clean,automatic,fwd,sedan,unknown,toyota,5100.0
2020.0,unknown,4 ,gas,8026.0,clean,manual,4wd,SUV,unknown,hyundai,38077.280000000006
2011.0,excellent,6 ,gas,132631.0,clean,automatic,fwd,SUV,other,ford,14946.400000000001
2019.0,good,4 ,electric,11229.0,clean,other,fwd,hatchback,silver,nissan,26642.4
2013.0,excellent,8 ,diesel,102760.0,clean,automatic,4wd,pickup,unknown,ford,48278.64000000001
2013.0,good,8 ,gas,147078.0,clean,automatic,rwd,van,white,chevrolet,17952.0
2016.0,good,4 ,gas,51119.0,clean,automatic,4wd,SUV,white,mazda,23117.280000000002
2012.0,unknown,4 ,gas,135105.0,clean,automatic,fwd,SUV,other,toyota,19033.2
2020.0,good,4 ,other,6390.0,clean,other,rwd,sedan,black,Genesis,56562.4
2008.0,unknown,4 ,diesel,138834.0,clean,automatic,4wd,pickup,white,gmc,33993.200000000004
1990.0,good,6 ,gas,150000.0,clean,automatic,rwd,van,other,chevrolet,4760.0
2018.0,unknown,4 ,gas,27789.0,clean,automatic,4wd,truck,black,ford,48958.64000000001
2018.0,unknown,4 ,diesel,36505.0,clean,automatic,4wd,truck,black,gmc,95198.64000000001
2017.0,good,4 ,other,15206.0,clean,other,fwd,hatchback,silver,nissan,25826.4
2007.0,unknown,4 ,gas,91943.0,clean,automatic,fwd,pickup,silver,toyota,31273.2
2012.0,unknown,6 ,gas,102325.0,clean,automatic,4wd,pickup,silver,ford,36718.64
2014.0,unknown,4 ,gas,99437.0,clean,automatic,fwd,van,white,ford,17675.920000000002
2017.0,excellent,4 ,gas,92123.0,clean,automatic,fwd,sedan,other,NISSA,10873.2
2011.0,good,8 ,other,171750.0,clean,automatic,4wd,SUV,white,chevrolet,21760.0
2019.0,unknown,4 ,gas,28073.0,clean,automatic,4wd,truck,black,gmc,81598.64
2014.0,good,8 ,gas,121000.0,clean,automatic,rwd,van,other,gmc,24820.0
2018.0,good,4 ,other,13461.0,clean,other,fwd,sedan,white,chevrolet,28002.4
2007.0,excellent,6 ,gas,161317.0,clean,automatic,4wd,pickup,other,nissan,14824.000000000002
2020.0,good,4 ,gas,10402.0,clean,other,rwd,sedan,white,cadillac,46226.4
2013.0,good,6 ,gas,173000.0,clean,automatic,4wd,truck,other,ford,25772.000000000004
2007.0,excellent,6 ,gas,152000.0,clean,automatic,fwd,SUV,black,bmw,8160.000000000001
2013.0,unknown,6 ,gas,89730.0,clean,automatic,fwd,SUV,unknown,chevrolet,16303.68
2004.0,good,8 ,gas,93875.0,clean,automatic,rwd,convertible,black,SL,14756.000000000002
2004.0,unknown,8 ,gas,220000.0,clean,automatic,4wd,SUV,black,ford,5304.0
1997.0,good,8 ,gas,220000.0,clean,automatic,4wd,SUV,other,ford,2516.0
2012.0,excellent,4 ,gas,101000.0,rebuilt,automatic,4wd,SUV,other,honda,17612.0
2010.0,unknown,4 ,gas,1.0,clean,automatic,4wd,SUV,unknown,honda,6664.000000000001
2007.0,unknown,4 ,gas,78327.0,clean,automatic,fwd,sedan,white,honda,12648.0
2015.0,excellent,4 ,gas,91757.0,clean,automatic,fwd,sedan,white,chevrolet,10132.0
2014.0,excellent,4 ,gas,82453.0,clean,automatic,fwd,sedan,black,dodge,10193.2
2014.0,excellent,6 ,gas,115081.0,clean,automatic,fwd,mini-van,other,dodge,10193.2
2017.0,excellent,4 ,gas,29818.0,clean,automatic,4wd,SUV,unknown,ford,33993.200000000004
2017.0,good,8 ,gas,41335.0,clean,other,4wd,pickup,other,nissan,36706.4
2012.0,unknown,4 ,gas,131904.0,clean,automatic,fwd,sedan,other,ford,12913.2
2013.0,unknown,4 ,gas,112450.0,clean,automatic,4wd,SUV,black,nissan,19033.2
2010.0,like new,6 ,gas,185000.0,clean,automatic,fwd,sedan,unknown,nissan,7616.000000000001
2012.0,unknown,4 ,diesel,41736.0,clean,automatic,rwd,van,white,Isuzu,46233.200000000004
2008.0,unknown,6 ,gas,118543.0,clean,automatic,fwd,sedan,white,honda,12238.640000000001
2013.0,excellent,4 ,gas,168716.0,clean,automatic,fwd,sedan,black,hyundai,13598.640000000001
2020.0,unknown,4 ,gas,11751.0,clean,automatic,4wd,pickup,silver,toyota,61066.72
2017.0,unknown,4 ,gas,53496.0,clean,automatic,fwd,sedan,unknown,ford,210.8
2009.0,unknown,4 ,gas,165405.0,clean,automatic,fwd,sedan,unknown,nissan,4063.6800000000003
2005.0,good,8 ,gas,257000.0,clean,automatic,rwd,van,white,chevrolet,7480.000000000001
2012.0,excellent,4 ,gas,133000.0,clean,automatic,4wd,sedan,white,bmw,17000.0
2017.0,unknown,4 ,gas,105813.0,clean,automatic,4wd,pickup,black,gmc,47447.68
2011.0,good,4 ,gas,72550.0,clean,automatic,fwd,sedan,silver,ford,10193.2
2017.0,good,6 ,gas,18056.0,clean,automatic,4wd,pickup,other,ford,42962.4
2013.0,excellent,4 ,gas,94000.0,clean,automatic,fwd,sedan,silver,hyundai,10873.2
2007.0,excellent,4 ,gas,129800.0,clean,automatic,4wd,hatchback,other,ford,6793.200000000001
2013.0,excellent,8 ,gas,121000.0,clean,automatic,4wd,truck,white,gmc,31960.000000000004
2001.0,good,6 ,gas,171843.0,clean,automatic,rwd,truck,white,chevrolet,8153.200000000001
2008.0,good,4 ,gas,164000.0,clean,automatic,fwd,sedan,other,mazda,5440.0
2013.0,good,4 ,gas,123744.0,clean,automatic,4wd,truck,black,ford,35353.200000000004
2007.0,good,8 ,gas,133206.0,clean,automatic,4wd,truck,white,ford,17666.4
2009.0,good,4 ,gas,148748.0,clean,automatic,fwd,sedan,other,hyundai,4012.0000000000005
2003.0,unknown,6 ,gas,191030.0,clean,automatic,4wd,SUV,unknown,bmw,3808.0000000000005
2018.0,unknown,4 ,gas,62821.0,clean,automatic,4wd,SUV,white,toyota,40798.64
2003.0,excellent,6 ,gas,145587.0,clean,automatic,4wd,SUV,other,gmc,7480.000000000001
2019.0,excellent,6 ,gas,19443.0,clean,automatic,rwd,van,white,ford,43923.920000000006
2007.0,unknown,4 ,gas,72287.0,clean,manual,rwd,pickup,white,chevrolet,27145.600000000002
2015.0,unknown,6 ,gas,35733.0,clean,automatic,4wd,pickup,silver,ford,46233.200000000004
2017.0,unknown,4 ,gas,33766.0,clean,automatic,4wd,sedan,other,bmw,38078.64
2017.0,unknown,6 ,gas,53690.0,clean,automatic,4wd,truck,white,ford,47593.200000000004
2014.0,good,4 ,gas,74673.0,clean,automatic,4wd,sedan,silver,cadillac,10744.0
2018.0,unknown,4 ,gas,52157.0,clean,automatic,fwd,sedan,unknown,kia,15774.640000000001
2001.0,excellent,6 ,gas,111374.0,clean,automatic,fwd,mini-van,silver,toyota,5848.0
2011.0,excellent,4 ,gas,8720.0,clean,automatic,fwd,sedan,other,dodge,13595.92
2013.0,good,4 ,gas,106964.0,clean,automatic,fwd,sedan,silver,ford,9506.400000000001
2012.0,excellent,4 ,gas,116007.0,clean,automatic,fwd,mini-van,unknown,dodge,12238.640000000001
2017.0,unknown,4 ,other,104583.0,clean,automatic,4wd,pickup,white,ford,92473.20000000001
2016.0,unknown,4 ,gas,13131.0,clean,manual,rwd,convertible,unknown,chevrolet,114076.8
