year,condition,cylinders,fuel,miles,status,transmission,drive,type,color,manufacturer,price_cad
2020.0,good,4 ,other,22873.0,clean,other,fwd,SUV,other,kia,27186.4
2011.0,excellent,4 ,diesel,124683.0,clean,automatic,rwd,pickup,white,ford,26928.000000000004
2008.0,excellent,4 ,gas,109000.0,clean,automatic,fwd,sedan,other,ford,4760.0
2020.0,unknown,4 ,gas,25650.0,clean,automatic,4wd,truck,other,ford,59838.64000000001
2016.0,unknown,4 ,other,52587.0,rebuilt,automatic,fwd,sedan,other,ford,16313.2
2020.0,good,4 ,gas,6395.0,clean,other,fwd,hatchback,black,chevrolet,25826.4
2008.0,unknown,6 ,gas,164802.0,clean,automatic,fwd,sedan,white,chevrolet,6793.200000000001
2009.0,excellent,8 ,gas,220000.0,clean,automatic,4wd,truck,other,chevrolet,16184.000000000002
2010.0,unknown,8 ,gas,52288.0,clean,manual,4wd,pickup,white,ford,22412.800000000003
2015.0,unknown,4 ,gas,56518.0,clean,other,fwd,SUV,unknown,kia,19571.760000000002
2012.0,excellent,4 ,gas,115000.0,clean,automatic,fwd,sedan,other,honda,12226.400000000001
2010.0,like new,4 ,gas,100001.0,clean,automatic,fwd,sedan,other,toyota,10873.2
2016.0,good,6 ,gas,17302.0,clean,other,4wd,pickup,other,chevrolet,40786.4
2008.0,excellent,8 ,gas,124112.0,clean,automatic,rwd,truck,white,ford,18346.4
2016.0,good,4 ,other,45097.0,clean,automatic,rwd,sedan,silver,dodge,29362.4
2013.0,unknown,8 ,gas,90119.0,clean,automatic,4wd,pickup,other,chevrolet,37398.64
2014.0,unknown,4 ,gas,83529.0,clean,automatic,fwd,sedan,silver,ford,17340.0
2019.0,good,4 ,gas,16101.0,clean,other,4wd,pickup,unknown,ford,53026.4
2010.0,good,8 ,gas,180242.0,clean,automatic,4wd,pickup,silver,chevrolet,13566.000000000002
2015.0,unknown,4 ,gas,167213.0,clean,automatic,fwd,SUV,other,gmc,14960.000000000002
2007.0,unknown,6 ,gas,131904.0,clean,automatic,fwd,sedan,other,hyundai,6791.84
2007.0,excellent,4 ,gas,64216.0,clean,automatic,rwd,sedan,other,bmw,14939.6
2015.0,good,4 ,other,82309.0,clean,automatic,fwd,hatchback,silver,ford,15762.400000000001
2017.0,unknown,4 ,gas,84891.0,clean,automatic,fwd,sedan,black,chevrolet,19862.800000000003
2010.0,unknown,4 ,gas,130130.0,clean,automatic,fwd,sedan,other,toyota,14946.400000000001
2013.0,good,6 ,gas,48453.0,clean,automatic,rwd,pickup,unknown,ford,20393.2
2002.0,unknown,4 ,gas,166148.0,clean,automatic,fwd,sedan,other,honda,4896.0
2013.0,unknown,4 ,gas,141.0,clean,manual,fwd,sedan,unknown,ford,5372.0
2016.0,unknown,8 ,diesel,127971.0,clean,automatic,4wd,truck,other,ford,61193.200000000004
2006.0,excellent,6 ,gas,200200.0,clean,automatic,fwd,mini-van,black,toyota,7614.64
1998.0,excellent,6 ,gas,74889.0,clean,automatic,4wd,SUV,white,ford,8153.200000000001
2017.0,unknown,8 ,gas,40136.0,clean,automatic,4wd,pickup,black,chevrolet,67993.20000000001
2019.0,unknown,4 ,gas,116246.0,clean,automatic,fwd,mini-van,silver,honda,27198.640000000003
1940.0,salvage,4 ,other,100000.0,clean,other,rwd,sedan,other,chevrolet,2040.0000000000002
2009.0,good,4 ,gas,132000.0,clean,automatic,fwd,hatchback,other,toyota,8024.000000000001
2016.0,like new,4 ,gas,23937.0,clean,automatic,fwd,hatchback,white,kia,16320.000000000002
2012.0,unknown,8 ,gas,149062.0,clean,automatic,4wd,pickup,silver,ford,27193.2
2018.0,good,4 ,gas,29158.0,clean,other,rwd,convertible,white,bmw,49762.4
2016.0,good,4 ,gas,7996.0,clean,other,fwd,hatchback,other,chevrolet,25826.4
2004.0,excellent,8 ,diesel,174000.0,clean,automatic,4wd,SUV,other,ford,18904.0
2014.0,good,4 ,other,51337.0,clean,automatic,rwd,pickup,other,ford,31263.680000000004
2014.0,excellent,6 ,gas,76911.0,clean,automatic,4wd,SUV,other,honda,31273.2
2014.0,good,8 ,other,69869.0,clean,automatic,rwd,pickup,white,ford,36713.200000000004
2012.0,unknown,4 ,gas,122000.0,clean,automatic,fwd,sedan,unknown,chevrolet,9336.400000000001
2007.0,excellent,4 ,gas,161928.0,clean,automatic,rwd,SUV,black,ford,13593.2
2014.0,good,4 ,hybrid,118693.0,clean,automatic,rwd,truck,white,Hino,33986.4
2012.0,unknown,4 ,gas,58380.0,clean,automatic,fwd,sedan,silver,ford,12238.640000000001
2014.0,unknown,4 ,gas,67510.0,clean,automatic,rwd,convertible,black,jaguar,50313.200000000004
2019.0,like new,8 ,gas,24585.0,clean,automatic,rwd,van,white,gmc,46104.0
2011.0,excellent,4 ,gas,153169.0,clean,automatic,4wd,SUV,black,cadillac,27179.600000000002
2010.0,excellent,4 ,gas,109000.0,clean,manual,fwd,mini-van,other,mini,9452.0
2007.0,unknown,4 ,diesel,125251.0,clean,automatic,4wd,pickup,silver,gmc,40793.200000000004
2017.0,good,6 ,gas,70760.0,clean,other,4wd,SUV,other,ford,40242.4
2005.0,good,6 ,gas,198158.0,clean,automatic,4wd,SUV,black,gmc,5438.64
2018.0,unknown,4 ,gas,83634.0,clean,other,fwd,sedan,other,toyota,20393.2
2018.0,unknown,4 ,gas,49932.0,clean,automatic,fwd,sedan,other,hyundai,25833.2
2016.0,good,6 ,gas,29499.0,clean,other,4wd,pickup,silver,chevrolet,47042.4
2018.0,good,4 ,other,12928.0,clean,other,fwd,hatchback,unknown,ford,33986.4
2020.0,unknown,4 ,gas,3460.0,clean,automatic,fwd,sedan,white,kia,24473.2
2007.0,excellent,6 ,gas,226401.0,clean,automatic,rwd,pickup,white,ford,6664.000000000001
2013.0,like new,8 ,gas,91741.0,clean,automatic,4wd,pickup,white,ford,38876.96000000001
2018.0,unknown,4 ,gas,21063.0,clean,automatic,4wd,SUV,other,hyundai,26275.2
2011.0,excellent,4 ,gas,121000.0,clean,automatic,fwd,sedan,other,toyota,10873.2
2017.0,fair,4 ,gas,79112.0,clean,automatic,fwd,sedan,white,kia,11492.0
2012.0,excellent,4 ,gas,72364.0,clean,manual,4wd,sedan,silver,audi,20398.640000000003
2014.0,good,8 ,other,82140.0,clean,automatic,4wd,pickup,black,chevrolet,35346.4
2014.0,good,6 ,gas,90000.0,clean,automatic,4wd,sedan,silver,ford,9792.0
2014.0,excellent,4 ,gas,118065.0,clean,automatic,fwd,sedan,black,ford,14953.2
2004.0,good,4 ,gas,134518.0,clean,automatic,fwd,sedan,white,chevrolet,3121.2000000000003
2005.0,good,6 ,gas,173025.0,clean,automatic,fwd,sedan,other,ford,3121.2000000000003
1994.0,excellent,8 ,gas,244000.0,clean,automatic,4wd,SUV,other,ford,14960.000000000002
2012.0,unknown,4 ,gas,113627.0,clean,automatic,fwd,van,other,nissan,13593.2
2009.0,excellent,4 ,diesel,127261.0,clean,automatic,4wd,pickup,unknown,chevrolet,51612.00000000001
2019.0,unknown,8 ,gas,18542.0,clean,automatic,4wd,truck,unknown,chevrolet,771.12
2012.0,unknown,6 ,gas,110128.0,clean,automatic,4wd,truck,other,ford,36713.200000000004
2015.0,excellent,4 ,gas,77634.0,clean,automatic,4wd,SUV,unknown,ford,27880.000000000004
2007.0,good,8 ,gas,158131.0,clean,automatic,rwd,truck,other,gmc,12920.000000000002
1997.0,unknown,4 ,gas,184319.0,clean,automatic,rwd,truck,unknown,ford,104.72000000000001
2012.0,good,8 ,gas,144000.0,clean,automatic,rwd,van,white,ford,17673.2
2007.0,good,4 ,gas,131000.0,clean,automatic,fwd,sedan,other,ford,5304.0
2018.0,like new,6 ,gas,11000.0,lien,automatic,rwd,truck,white,nissan,33313.200000000004
2019.0,excellent,6 ,gas,70443.0,clean,automatic,rwd,truck,white,chevrolet,50184.0
1989.0,good,4 ,gas,159988.0,salvage,automatic,fwd,convertible,other,toyota,6664.000000000001
2018.0,unknown,4 ,gas,42536.0,clean,automatic,fwd,sedan,other,honda,24761.52
1999.0,like new,6 ,gas,226700.0,clean,automatic,rwd,truck,white,ford,4692.0
1993.0,good,4 ,gas,100000.0,rebuilt,automatic,4wd,SUV,other,chevrolet,952.0000000000001
2010.0,good,6 ,gas,140581.0,clean,automatic,rwd,SUV,silver,nissan,10193.2
2014.0,unknown,6 ,gas,63536.0,clean,automatic,fwd,van,white,honda,29913.2
2019.0,unknown,4 ,gas,25338.0,clean,automatic,4wd,truck,black,toyota,54398.64000000001
2018.0,unknown,4 ,gas,42944.0,clean,automatic,fwd,sedan,black,hyundai,20379.600000000002
2016.0,good,4 ,gas,46057.0,clean,other,rwd,sedan,other,bmw,38066.4
2019.0,unknown,4 ,gas,20000.0,clean,manual,fwd,sedan,black,nissan,19713.2
2018.0,unknown,4 ,gas,30069.0,clean,automatic,rwd,SUV,black,dodge,34680.0
2017.0,unknown,8 ,gas,78305.0,clean,automatic,rwd,SUV,other,chevrolet,36717.280000000006
2013.0,excellent,4 ,gas,122784.0,clean,automatic,4wd,SUV,unknown,honda,19584.0
2012.0,excellent,4 ,gas,204000.0,clean,automatic,fwd,truck,silver,ford,21080.0
2009.0,excellent,4 ,gas,140260.0,clean,automatic,fwd,SUV,unknown,chevrolet,6052.0
2018.0,excellent,6 ,gas,53000.0,clean,automatic,rwd,SUV,silver,dodge,43513.200000000004
2020.0,good,8 ,gas,5741.0,clean,automatic,4wd,pickup,unknown,chevrolet,79982.96
2019.0,unknown,4 ,electric,9988.0,clean,automatic,fwd,sedan,unknown,nissan,25822.320000000003
2016.0,unknown,4 ,gas,74209.0,clean,automatic,4wd,pickup,other,chevrolet,33394.8
2015.0,unknown,4 ,gas,62599.0,clean,automatic,4wd,hatchback,silver,bmw,25837.280000000002
2009.0,good,4 ,gas,65000.0,clean,automatic,fwd,sedan,white,chevrolet,8160.000000000001
2017.0,good,4 ,gas,6383.0,clean,other,fwd,sedan,other,toyota,21746.4
2012.0,unknown,4 ,gas,96975.0,clean,automatic,fwd,sedan,silver,toyota,12852.000000000002
2011.0,good,4 ,gas,200000.0,clean,manual,4wd,sedan,white,bmw,6800.000000000001
2007.0,good,4 ,gas,125000.0,salvage,automatic,fwd,hatchback,white,mazda,6664.000000000001
2017.0,unknown,8 ,diesel,36995.0,clean,automatic,4wd,truck,other,gmc,95198.64000000001
2015.0,unknown,4 ,gas,119686.0,clean,automatic,4wd,SUV,black,ford,25160.0
2013.0,good,6 ,gas,93634.0,clean,automatic,4wd,SUV,other,kia,19033.2
2007.0,unknown,8 ,gas,158178.0,clean,automatic,4wd,SUV,unknown,chevrolet,16184.000000000002
2017.0,excellent,4 ,gas,65846.0,rebuilt,manual,fwd,sedan,other,nissan,8092.000000000001
2008.0,unknown,4 ,gas,156806.0,clean,automatic,fwd,sedan,other,hyundai,6793.200000000001
2006.0,good,6 ,gas,103259.0,clean,automatic,rwd,sedan,silver,bmw,13464.000000000002
2017.0,unknown,6 ,gas,86997.0,clean,automatic,fwd,SUV,other,gmc,31280.000000000004
2015.0,good,4 ,hybrid,62363.0,clean,other,fwd,hatchback,unknown,toyota,22562.4
2013.0,excellent,8 ,gas,101934.0,clean,automatic,4wd,SUV,black,gmc,32063.36
2015.0,unknown,4 ,gas,179707.0,clean,automatic,rwd,van,white,nissan,19713.2
2019.0,good,4 ,gas,31540.0,clean,other,rwd,sedan,white,tesla,48946.4
2017.0,excellent,4 ,gas,135426.0,clean,automatic,4wd,pickup,white,ford,38077.280000000006
1983.0,good,8 ,gas,60000.0,clean,automatic,4wd,SUV,black,chevrolet,12087.68
2016.0,excellent,8 ,diesel,88339.0,clean,automatic,4wd,pickup,other,gmc,81598.64
2005.0,unknown,6 ,gas,226797.0,clean,automatic,fwd,sedan,white,ford,4078.6400000000003
2015.0,good,4 ,gas,156943.0,clean,automatic,fwd,sedan,other,chevrolet,7882.56
2005.0,fair,6 ,gas,236000.0,clean,automatic,fwd,mini-van,black,ford,1761.2
2017.0,unknown,4 ,gas,55450.0,clean,automatic,4wd,pickup,silver,honda,42833.200000000004
2012.0,unknown,4 ,gas,73731.0,clean,automatic,4wd,pickup,unknown,ford,46233.200000000004
2020.0,excellent,4 ,gas,17500.0,rebuilt,automatic,4wd,SUV,black,chevrolet,24344.0
2014.0,excellent,8 ,gas,114000.0,clean,automatic,4wd,truck,white,ford,40664.0
2011.0,excellent,8 ,gas,173196.0,clean,automatic,4wd,truck,black,nissan,19380.0
2007.0,excellent,6 ,gas,226006.0,clean,automatic,fwd,mini-van,silver,honda,3808.0000000000005
2009.0,excellent,6 ,gas,112000.0,clean,automatic,4wd,SUV,other,volvo,4760.0
1990.0,fair,6 ,gas,181414.0,clean,manual,rwd,pickup,other,chevrolet,2720.0
2010.0,unknown,4 ,gas,174876.0,clean,automatic,fwd,hatchback,silver,nissan,5916.0
2014.0,unknown,6 ,gas,102034.0,clean,automatic,fwd,sedan,other,nissan,15762.400000000001
2018.0,excellent,6 ,gas,30000.0,clean,automatic,4wd,pickup,white,gmc,69700.0
2018.0,excellent,4 ,gas,50290.0,clean,automatic,4wd,pickup,unknown,ford,48928.72
2010.0,excellent,6 ,gas,135000.0,clean,automatic,fwd,mini-van,white,dodge,6528.000000000001
2012.0,excellent,4 ,gas,108301.0,clean,automatic,fwd,hatchback,other,mini,13464.000000000002
2009.0,unknown,8 ,gas,98634.0,clean,automatic,4wd,pickup,black,chevrolet,25840.000000000004
2016.0,unknown,4 ,hybrid,32790.0,clean,automatic,rwd,sedan,other,bmw,19718.640000000003
2014.0,unknown,6 ,gas,73603.0,clean,automatic,4wd,SUV,unknown,porsche,40795.920000000006
2006.0,good,4 ,hybrid,187100.0,clean,automatic,4wd,SUV,other,ford,5438.64
1999.0,excellent,4 ,gas,176927.0,clean,manual,4wd,SUV,white,toyota,8092.000000000001
2019.0,unknown,8 ,diesel,57103.0,clean,automatic,4wd,pickup,white,ford,69353.20000000001
2014.0,like new,6 ,gas,83636.0,clean,automatic,rwd,van,silver,dodge,14280.000000000002
2000.0,good,8 ,gas,100000.0,clean,manual,rwd,pickup,black,ford,10200.0
2010.0,excellent,6 ,gas,89203.0,clean,automatic,4wd,SUV,silver,audi,17659.600000000002
2003.0,excellent,8 ,gas,175000.0,clean,automatic,rwd,convertible,black,ford,8840.0
2019.0,good,4 ,other,73220.0,clean,automatic,fwd,hatchback,unknown,hyundai,20270.800000000003
2014.0,unknown,4 ,gas,138172.0,clean,automatic,fwd,sedan,silver,honda,13462.640000000001
2006.0,good,8 ,gas,174435.0,salvage,automatic,4wd,SUV,silver,chevrolet,8017.200000000001
2012.0,unknown,6 ,gas,87990.0,clean,automatic,fwd,SUV,other,gmc,16313.2
2016.0,good,8 ,gas,22870.0,clean,other,4wd,pickup,black,toyota,51666.4
2018.0,good,4 ,gas,21294.0,clean,other,fwd,hatchback,other,ford,23922.4
2015.0,excellent,6 ,gas,69701.0,clean,other,4wd,truck,white,ford,1.36
2002.0,excellent,8 ,gas,147000.0,clean,automatic,4wd,SUV,other,dodge,6052.0
2003.0,excellent,8 ,gas,137005.0,clean,automatic,4wd,SUV,other,chevrolet,3801.2000000000003
2011.0,good,4 ,gas,23483.0,clean,other,rwd,convertible,other,mazda,29362.4
2011.0,good,8 ,diesel,137481.0,clean,automatic,4wd,truck,white,ford,40786.4
2012.0,unknown,4 ,gas,129350.0,clean,automatic,4wd,sedan,unknown,Suzuki,9513.2
2007.0,excellent,4 ,gas,161928.0,clean,automatic,rwd,SUV,black,ford,13593.2
2015.0,good,4 ,gas,60181.0,clean,automatic,fwd,sedan,other,chevrolet,13593.2
2019.0,good,4 ,other,36664.0,clean,other,rwd,sedan,unknown,Genesis,64722.4
2007.0,fair,4 ,gas,221000.0,clean,manual,fwd,hatchback,silver,mazda,4080.0000000000005
2017.0,like new,6 ,gas,65260.0,clean,automatic,4wd,truck,other,ford,59704.00000000001
2018.0,good,6 ,gas,44416.0,clean,other,4wd,pickup,unknown,toyota,45682.4
1987.0,like new,8 ,gas,21000.0,clean,automatic,rwd,hatchback,other,Coupe,19720.0
2007.0,unknown,4 ,hybrid,191214.0,clean,automatic,fwd,hatchback,silver,toyota,2040.0000000000002
2016.0,excellent,6 ,gas,56688.0,clean,automatic,4wd,SUV,white,toyota,44878.64000000001
2011.0,like new,6 ,gas,154000.0,clean,automatic,fwd,sedan,silver,chevrolet,6528.000000000001
2019.0,like new,6 ,gas,22845.0,clean,automatic,4wd,SUV,black,ford,85678.64
2017.0,good,8 ,gas,136965.0,clean,automatic,rwd,truck,white,gmc,33986.4
2006.0,good,6 ,gas,106800.0,clean,automatic,rwd,pickup,other,ford,8160.000000000001
1996.0,unknown,4 ,gas,102755.0,clean,automatic,fwd,sedan,white,toyota,6798.64
2015.0,good,8 ,other,41804.0,clean,other,4wd,pickup,other,ford,52482.4
2017.0,unknown,4 ,gas,58141.0,clean,automatic,fwd,sedan,other,chevrolet,24478.640000000003
2004.0,excellent,8 ,gas,86451.0,clean,automatic,4wd,SUV,black,gmc,33993.200000000004
2013.0,excellent,6 ,diesel,120037.0,clean,automatic,rwd,truck,white,ford,48824.0
2014.0,good,4 ,gas,71829.0,clean,automatic,fwd,sedan,silver,chevrolet,12233.2
2010.0,like new,8 ,gas,165000.0,clean,automatic,rwd,pickup,white,ford,12104.0
2018.0,unknown,4 ,gas,25745.0,clean,automatic,fwd,sedan,unknown,honda,440.64000000000004
2013.0,excellent,4 ,gas,95874.0,clean,automatic,4wd,SUV,black,honda,18904.0
2000.0,fair,8 ,gas,185000.0,clean,automatic,4wd,truck,other,chevrolet,2176.0
2003.0,fair,6 ,gas,146000.0,clean,automatic,4wd,pickup,other,ford,2720.0
2008.0,excellent,4 ,gas,149766.0,clean,manual,fwd,sedan,other,nissan,5440.0
2006.0,good,4 ,gas,146282.0,clean,manual,fwd,sedan,black,chevrolet,4692.0
2010.0,excellent,4 ,gas,144000.0,clean,automatic,fwd,hatchback,other,honda,7752.000000000001
1999.0,fair,6 ,gas,136000.0,clean,automatic,rwd,sedan,other,bmw,3944.0000000000005
2008.0,good,4 ,gas,170850.0,clean,automatic,fwd,sedan,unknown,dodge,6120.0
2014.0,excellent,6 ,gas,94000.0,clean,automatic,4wd,sedan,black,audi,33998.64
2015.0,like new,8 ,gas,1.0,clean,automatic,rwd,truck,black,gmc,31960.000000000004
2009.0,unknown,4 ,gas,115000.0,clean,automatic,4wd,SUV,other,dodge,10873.2
2012.0,unknown,6 ,gas,122012.0,clean,automatic,4wd,SUV,black,bmw,24473.2
2008.0,good,6 ,gas,211360.0,clean,automatic,fwd,SUV,other,hyundai,4352.0
2017.0,unknown,4 ,other,138462.0,clean,automatic,4wd,pickup,black,chevrolet,43518.64000000001
2011.0,good,6 ,gas,110082.0,clean,automatic,rwd,SUV,other,chevrolet,14953.2
2008.0,like new,6 ,gas,100000.0,clean,automatic,fwd,sedan,silver,chevrolet,5440.0
2012.0,excellent,8 ,diesel,169615.0,clean,automatic,rwd,truck,white,ford,29240.000000000004
2020.0,excellent,4 ,gas,2950.0,rebuilt,automatic,fwd,hatchback,black,toyota,25704.000000000004
2017.0,good,6 ,gas,70760.0,clean,other,4wd,SUV,other,ford,40242.4
2004.0,good,8 ,gas,240000.0,lien,automatic,4wd,truck,other,chevrolet,11900.0
1998.0,good,6 ,gas,248038.0,clean,automatic,rwd,SUV,white,ford,1768.0000000000002
2018.0,unknown,4 ,gas,114045.0,clean,automatic,4wd,SUV,other,ford,31252.800000000003
2016.0,excellent,4 ,gas,86683.0,clean,automatic,4wd,truck,white,chevrolet,47464.0
2012.0,excellent,8 ,gas,163686.0,clean,automatic,rwd,truck,white,chevrolet,35343.68
2007.0,unknown,4 ,gas,16198.0,clean,automatic,fwd,SUV,silver,Suzuki,16320.000000000002
2008.0,unknown,8 ,gas,165685.0,clean,automatic,4wd,SUV,unknown,chevrolet,14280.000000000002
2017.0,unknown,4 ,gas,22498.0,clean,other,fwd,sedan,white,ford,17663.68
2008.0,excellent,8 ,gas,140160.0,clean,automatic,rwd,pickup,other,nissan,14552.000000000002
2016.0,good,8 ,gas,22870.0,clean,other,4wd,pickup,black,toyota,51666.4
2015.0,unknown,4 ,gas,101241.0,clean,automatic,4wd,SUV,other,ford,33993.200000000004
2013.0,good,4 ,electric,62588.0,clean,other,rwd,sedan,white,tesla,44866.4
2013.0,like new,4 ,gas,103000.0,clean,automatic,fwd,sedan,silver,chevrolet,17666.4
2015.0,unknown,4 ,gas,31609.0,clean,automatic,fwd,sedan,black,toyota,20386.4
1970.0,unknown,4 ,gas,1000.0,clean,automatic,rwd,truck,unknown,chevrolet,9520.0
2008.0,unknown,4 ,gas,150694.0,clean,automatic,fwd,sedan,other,honda,4896.0
1966.0,good,8 ,gas,82996.0,clean,manual,rwd,convertible,black,chevrolet,38012.0
2015.0,unknown,4 ,gas,79587.0,clean,automatic,4wd,SUV,white,bmw,32366.640000000003
2014.0,excellent,4 ,gas,131666.0,clean,automatic,rwd,sedan,white,bmw,23099.600000000002
2003.0,like new,8 ,other,62321.0,clean,automatic,rwd,sedan,other,ford,9112.0
2016.0,good,6 ,gas,29499.0,clean,other,4wd,pickup,silver,chevrolet,47042.4
2016.0,good,8 ,gas,12398.0,clean,automatic,rwd,truck,white,chevrolet,46226.4
2018.0,good,6 ,gas,36754.0,clean,automatic,rwd,van,white,ford,38746.4
2009.0,excellent,8 ,gas,141600.0,clean,automatic,4wd,pickup,black,chevrolet,23118.640000000003
2020.0,unknown,4 ,gas,7899.0,clean,automatic,fwd,SUV,silver,hyundai,31145.36
2014.0,like new,4 ,gas,15000.0,clean,automatic,fwd,sedan,other,nissan,15640.000000000002
2007.0,good,6 ,gas,193743.0,clean,automatic,4wd,SUV,other,toyota,10744.0
2014.0,good,8 ,gas,26129.0,clean,other,4wd,pickup,other,chevrolet,40786.4
2012.0,unknown,8 ,gas,26845.0,clean,automatic,4wd,SUV,white,chevrolet,43517.280000000006
2014.0,excellent,4 ,gas,46104.0,clean,automatic,fwd,sedan,other,ford,19707.760000000002
2008.0,excellent,4 ,gas,180000.0,clean,automatic,4wd,SUV,other,mazda,8840.0
2016.0,good,6 ,gas,24661.0,clean,automatic,4wd,pickup,white,nissan,40786.4
2007.0,excellent,6 ,gas,170000.0,clean,automatic,fwd,SUV,other,nissan,3060.0
2013.0,excellent,6 ,gas,96140.0,clean,automatic,4wd,truck,black,ford,42153.200000000004
2010.0,unknown,8 ,gas,107112.0,clean,automatic,rwd,SUV,other,toyota,25837.280000000002
2008.0,excellent,8 ,gas,57000.0,clean,automatic,rwd,convertible,other,chevrolet,35224.0
2019.0,like new,6 ,gas,17956.0,clean,automatic,4wd,SUV,black,cadillac,50313.200000000004
2008.0,unknown,4 ,gas,28954.0,clean,automatic,fwd,hatchback,black,nissan,10750.800000000001
2009.0,excellent,6 ,gas,140793.0,clean,automatic,fwd,sedan,other,toyota,7548.000000000001
2008.0,good,6 ,gas,173000.0,clean,automatic,fwd,mini-van,silver,honda,8364.0
2018.0,unknown,4 ,gas,32325.0,clean,manual,fwd,sedan,white,honda,33721.200000000004
2009.0,excellent,8 ,gas,79203.0,clean,automatic,4wd,truck,black,toyota,34000.0
2007.0,unknown,4 ,gas,109340.0,clean,automatic,fwd,SUV,other,2007,2856.0
2005.0,unknown,4 ,diesel,135395.0,clean,automatic,4wd,pickup,black,ford,32626.4
2012.0,good,6 ,gas,43182.0,clean,other,4wd,pickup,white,toyota,40786.4
2009.0,unknown,4 ,gas,239943.0,clean,manual,fwd,sedan,other,honda,223.04000000000002
2006.0,good,8 ,gas,96000.0,clean,automatic,rwd,van,other,chevrolet,8840.0
2019.0,like new,6 ,gas,11800.0,clean,automatic,fwd,SUV,silver,toyota,44540.0
2004.0,like new,6 ,gas,86972.0,clean,automatic,fwd,mini-van,unknown,dodge,4078.6400000000003
2007.0,excellent,4 ,gas,110575.0,clean,automatic,fwd,sedan,silver,nissan,6798.64
2017.0,unknown,4 ,gas,20405.0,clean,automatic,fwd,hatchback,silver,toyota,25733.920000000002
2017.0,unknown,8 ,other,50501.0,clean,automatic,4wd,pickup,white,chevrolet,89753.20000000001
2016.0,excellent,8 ,gas,71324.0,clean,automatic,4wd,pickup,black,chevrolet,54393.200000000004
2014.0,unknown,4 ,gas,45353.0,clean,manual,fwd,SUV,black,mini,17677.280000000002
2011.0,good,8 ,gas,100500.0,clean,automatic,4wd,SUV,white,ford,25704.000000000004
2013.0,excellent,8 ,gas,114541.0,clean,automatic,4wd,SUV,other,gmc,31275.920000000002
2019.0,good,8 ,gas,22501.0,clean,other,rwd,sedan,black,dodge,53842.4
2005.0,unknown,4 ,gas,115321.0,clean,automatic,fwd,sedan,silver,toyota,6766.000000000001
2009.0,excellent,4 ,gas,160988.0,clean,automatic,fwd,sedan,other,honda,7344.000000000001
2001.0,unknown,8 ,diesel,102731.0,clean,automatic,4wd,truck,unknown,ford,27198.640000000003
2010.0,unknown,6 ,gas,151384.0,clean,automatic,4wd,SUV,other,ford,12233.2
2012.0,unknown,4 ,gas,85731.0,clean,automatic,rwd,sedan,black,bmw,18765.280000000002
2001.0,fair,8 ,gas,220000.0,clean,automatic,rwd,pickup,white,chevrolet,7752.000000000001
2018.0,unknown,8 ,diesel,177641.0,clean,automatic,4wd,truck,white,ford,58344.00000000001
2016.0,good,6 ,gas,17302.0,clean,other,4wd,pickup,other,chevrolet,40786.4
2013.0,unknown,4 ,gas,68577.0,clean,automatic,fwd,hatchback,unknown,honda,13593.2
2005.0,good,6 ,gas,175265.0,clean,automatic,4wd,SUV,silver,honda,4760.0
2010.0,excellent,4 ,hybrid,125750.0,clean,automatic,fwd,hatchback,other,toyota,10329.2
2012.0,like new,4 ,gas,103315.0,clean,automatic,fwd,sedan,other,dodge,11900.0
2013.0,good,8 ,diesel,242221.0,clean,automatic,4wd,truck,white,ford,22984.0
1988.0,excellent,8 ,gas,78000.0,clean,manual,4wd,truck,white,chevrolet,14416.000000000002
2017.0,good,6 ,diesel,28400.0,clean,automatic,rwd,truck,white,Freightliner,87026.40000000001
2006.0,excellent,8 ,gas,125045.0,clean,automatic,rwd,convertible,other,ford,14280.000000000002
2007.0,excellent,6 ,gas,160500.0,clean,automatic,fwd,sedan,unknown,toyota,7609.200000000001
2019.0,excellent,4 ,gas,30000.0,lien,automatic,fwd,sedan,black,honda,25840.000000000004
2016.0,good,4 ,hybrid,45645.0,clean,other,fwd,sedan,other,hyundai,25826.4
2016.0,unknown,4 ,gas,57159.0,clean,automatic,4wd,SUV,other,hyundai,23113.2
2012.0,good,4 ,other,104702.0,clean,automatic,fwd,hatchback,white,toyota,14273.2
2012.0,excellent,6 ,gas,159723.0,clean,automatic,fwd,sedan,other,ford,9452.0
2009.0,excellent,4 ,gas,126000.0,clean,automatic,fwd,sedan,other,chevrolet,6793.200000000001
2015.0,good,10 ,gas,41631.0,clean,automatic,4wd,truck,other,ford,67986.40000000001
2006.0,good,4 ,gas,129813.0,clean,automatic,fwd,SUV,other,toyota,13593.2
2009.0,unknown,4 ,gas,156486.0,clean,automatic,4wd,SUV,other,honda,10873.2
2015.0,excellent,4 ,hybrid,110321.0,clean,automatic,fwd,SUV,white,ford,5304.0
2009.0,unknown,4 ,hybrid,68169.0,clean,automatic,fwd,sedan,unknown,toyota,13872.000000000002
2009.0,excellent,6 ,gas,143100.0,clean,automatic,4wd,SUV,other,bmw,10200.0
2011.0,excellent,4 ,gas,137332.0,clean,automatic,4wd,SUV,black,honda,12915.92
2017.0,excellent,4 ,gas,69000.0,clean,automatic,4wd,SUV,black,chevrolet,20264.0
2015.0,fair,6 ,gas,96000.0,clean,automatic,fwd,sedan,other,chevrolet,1.36
1999.0,unknown,8 ,diesel,127000.0,clean,automatic,4wd,pickup,other,ford,43384.0
